Record ID,Car Name,Problem Classification,Problem Description,Severity,Diagnosis,How to Fix the Problem,Solution Used,ECU Data,Service History,Repair Status,Results
9154,BMW X5 2020,Electrical,Power window failure,Low,Wiring issue,Check and repair loose or damaged wiring connections,Check and repair wiring,Multiple codes,Brake service 1 year ago,Fixed,Resolved
9155,Nissan Leaf 2019,Brakes,Brake noise,High,Worn brake pads,Resurface or replace rotors,Replaced pads,None,None,Fixed,Resolved
9156,Toyota Corolla 2022,Brakes,Soft brake pedal,High,Low brake fluid,Replace brake pads and rotors,Replaced fluid,None,Brake service 1 year ago,Fixed,Resolved
9157,Hyundai Tucson 2016,Transmission,Slipping gears,Medium,Clutch pack wear,Replace clutch packs,Replaced wear,P0200,None,Fixed,Resolved
9158,Hyundai Tucson 2015,Battery,Battery warning light,Medium,Charging system fault,Replace alternator and test battery condition,Replaced fault,None,None,Fixed,Resolved
9159,Hyundai Venue 2020,Battery,Battery warning light,Low,Charging system fault,Replace starter motor,Replaced fault,P0500,Spark plugs replaced 2 years ago,Fixed,Resolved
9160,Kia Sorento 2018,Electrical,Power window failure,Medium,Window regulator motor,Replace battery and test charging system,Replaced motor,None,Regular maintenance,Fixed,Resolved
9161,Ford Maverick 2023,Electrical,Power window failure,Medium,Window regulator motor,Replace regulator motor,Replaced motor,Multiple codes,Transmission service 2 years ago,Fixed,Resolved
9162,Nissan Leaf 2018,Brakes,Soft brake pedal,Medium,Warped rotors,Refill brake fluid,Refill brake fluid,None,Oil changed 6 months ago,Fixed,Resolved
9163,Kia Stinger 2022,Transmission,Transmission overheating,High,Transmission fluid thick,Replace clutch packs,Replaced thick,P0420,Transmission service 2 years ago,Fixed,Resolved
9164,Nissan Sentra 2022,Engine,Engine overheating,High,Catalytic converter issue,Replace timing belt,Replaced issue,Multiple codes,Brake service 1 year ago,Fixed,Resolved
9165,Hyundai Veloster 2021,Brakes,Vibration when braking,Medium,Worn pads,Resurface or replace rotors,Replaced pads,P0101,Brake service 1 year ago,Fixed,Resolved
9166,Honda HR-V 2021,Electrical,Headlights flicker,Low,Faulty alternator,Check and repair loose or damaged wiring connections,Check and repair wiring,None,Spark plugs replaced 2 years ago,Fixed,Resolved
9167,Nissan Kicks 2022,Engine,Engine stalling,High,Ignition coil failure,Replace spark plugs,Pending replace spark plugs,Multiple codes,Spark plugs replaced 2 years ago,Not Fixed,Unresolved
9168,Hyundai Veloster 2017,Battery,Battery drains fast,High,Faulty alternator,Replace starter motor,Replaced alternator,Multiple codes,Battery replaced 1 year ago,Fixed,Resolved
9169,Honda Odyssey 2017,Electrical,Battery drains fast,Medium,Dead battery,Replace regulator motor,Replaced battery,None,None,Fixed,Resolved
9170,Toyota Sienna 2019,Engine,Engine overheating,High,Fuel pump issue,Replace faulty ignition coil and spark plugs,Replaced issue,Multiple codes,Regular maintenance,Fixed,Resolved
9171,Toyota Tacoma 2016,Battery,Battery warning light,Medium,Dead battery,Replace starter motor,Replaced battery,Multiple codes,None,Fixed,Resolved
9172,Toyota Camry 2019,Transmission,Gear shift hard,High,Transmission fluid low,Replace transmission fluid,Pending replace transmission fluid,P0301,Transmission service 2 years ago,Not Fixed,Unresolved
9173,Toyota 4Runner 2022,Battery,Battery drains fast,Low,Charging system fault,Replace alternator and test battery condition,Replaced fault,P0500,None,Fixed,Resolved
9174,Nissan Leaf 2021,Electrical,Dashboard flickering,Medium,Window regulator motor,Replace alternator and test battery condition,Replaced motor,P0302,Coolant flush last year,Fixed,Resolved
9175,Chevrolet Traverse 2021,Transmission,Delayed shifting,High,Clutch pack wear,Replace clutch packs,Pending replace clutch packs,None,None,Not Fixed,Unresolved
9176,BMW X1 2021,Electrical,Power window failure,Low,Dead battery,Replace regulator motor,Replaced battery,P0010,None,Fixed,Resolved
9177,Mercedes GLE 2020,Battery,Battery warning light,Low,Charging system fault,Test charging system,Test charging system,P0011,Regular maintenance,Fixed,Resolved
9178,Mercedes GLA 2019,Engine,Engine overheating,High,Ignition coil failure,Replace timing belt,Replaced failure,Multiple codes,Transmission service 2 years ago,Fixed,Resolved
9179,Kia Sorento 2015,Brakes,Brake pedal hard,High,Worn pads,Replace brake pads and rotors,Replaced pads,P0010,None,Fixed,Resolved
9180,BMW i4 2018,Transmission,Gear grinding,High,Transmission fluid low,Perform transmission service and inspect for internal damage,Perform transmission service,Multiple codes,Coolant flush last year,Fixed,Resolved
9181,Hyundai Palisade 2022,Battery,Clicking sound when starting,Medium,Charging system fault,Replace battery and test charging system,Replaced fault,P0010,Brake service 1 year ago,Fixed,Resolved
9182,BMW 5 Series 2016,Battery,Battery drains fast,Medium,Starter motor failure,Replace alternator and test battery condition,Repair in progress,None,Oil changed 6 months ago,In Progress,Monitoring
9183,Chevrolet Malibu 2017,Engine,Smoke from exhaust,High,Catalytic converter issue,Replace fuel pump,Replaced issue,None,Battery replaced 1 year ago,Fixed,Resolved
9184,BMW 5 Series 2019,Transmission,Slipping gears,High,Transmission wear,Replace transmission fluid,Replaced wear,None,Oil changed 6 months ago,Fixed,Resolved
9185,Toyota RAV4 2023,Electrical,Battery drains fast,Low,Window regulator motor,Replace battery and test charging system,Replaced motor,P0430,Coolant flush last year,Fixed,Resolved
9186,BMW 7 Series 2019,Electrical,Car wont start,Low,Loose wiring,Replace regulator motor,Replaced wiring,None,Oil changed 6 months ago,Fixed,Resolved
9187,Ford Explorer 2016,Engine,Smoke from exhaust,High,Fuel pump issue,Replace timing belt,Replaced issue,P0101,Spark plugs replaced 2 years ago,Fixed,Resolved
9188,Hyundai Elantra 2023,Engine,Check engine light on,Medium,Spark plug wear,Replace faulty ignition coil and spark plugs,Replaced wear,None,Spark plugs replaced 2 years ago,Fixed,Resolved
9189,Hyundai Tucson 2023,Brakes,Brake pedal hard,High,Worn brake pads,Replace brake pads and resurface rotors,Replaced pads,Multiple codes,None,Fixed,Resolved
9190,Mercedes S-Class 2023,Engine,Engine misfire,High,Timing belt failure,Replace fuel pump,Pending replace fuel pump,P0301,Spark plugs replaced 2 years ago,Not Fixed,Unresolved
9191,Nissan Kicks 2021,Electrical,Headlights flicker,Low,Wiring issue,Replace regulator motor,Replaced issue,P0300,Brake service 1 year ago,Fixed,Resolved
9192,Chevrolet Equinox 2021,Brakes,Soft brake pedal,Medium,Warped rotors,Resurface or replace rotors,Replaced rotors,Multiple codes,Transmission service 2 years ago,Fixed,Resolved
9193,Nissan Murano 2021,Engine,Smoke from exhaust,Medium,Ignition coil failure,Replace spark plugs,Replaced failure,None,Transmission service 2 years ago,Fixed,Resolved
9194,Ford Bronco 2015,Engine,Smoke from exhaust,High,Spark plug wear,Replace spark plugs,Replaced wear,P0420,Spark plugs replaced 2 years ago,Fixed,Resolved
9195,Nissan Murano 2023,Battery,Battery warning light,Low,Faulty alternator,Replace battery and test charging system,Replaced alternator,None,Coolant flush last year,Fixed,Resolved
9196,Nissan Kicks 2017,Brakes,Vibration when braking,High,Low brake fluid,Resurface or replace rotors,Replaced fluid,None,Spark plugs replaced 2 years ago,Fixed,Resolved
9197,Nissan Murano 2021,Electrical,Dashboard flickering,Low,Window regulator motor,Replace battery and test charging system,Replaced motor,Multiple codes,Spark plugs replaced 2 years ago,Fixed,Resolved
9198,Toyota Avalon 2016,Electrical,Battery drains fast,Low,Wiring issue,Check and repair loose or damaged wiring connections,Pending check and repair wiring,Multiple codes,Battery replaced 1 year ago,Not Fixed,Unresolved
9199,Ford Expedition 2015,Battery,Clicking sound when starting,Medium,Dead battery,Test charging system,Repair in progress,P0400,None,In Progress,Monitoring
9200,Honda Odyssey 2022,Electrical,Car wont start,Low,Loose wiring,Replace alternator and test battery condition,Replaced wiring,Multiple codes,None,Fixed,Resolved
9201,Ford Bronco 2018,Brakes,Brake pedal hard,Medium,Worn master cylinder,Refill brake fluid,Refill brake fluid,None,Spark plugs replaced 2 years ago,Fixed,Resolved
9202,Toyota Highlander 2016,Transmission,Gear grinding,High,Transmission fluid low,Replace solenoid pack,Replaced low,Multiple codes,Oil changed 6 months ago,Fixed,Resolved
9203,Honda CR-V 2021,Transmission,Gear grinding,Medium,Transmission fluid thick,Perform transmission service and inspect for internal damage,Perform transmission service,None,None,Fixed,Resolved
9204,Nissan Pathfinder 2018,Engine,Engine overheating,High,Catalytic converter issue,Replace timing belt,Replaced issue,Multiple codes,Oil changed 6 months ago,Fixed,Resolved
9205,Hyundai Santa Fe 2015,Brakes,Brake pedal hard,High,Worn pads,Replace brake master cylinder and bleed brake system,Replaced pads,Multiple codes,Battery replaced 1 year ago,Fixed,Resolved
9206,Ford Expedition 2015,Battery,Battery drains fast,Low,Charging system fault,Replace battery and test charging system,Replaced fault,None,Transmission service 2 years ago,Fixed,Resolved
9207,BMW 5 Series 2018,Transmission,Gear grinding,Medium,Clutch pack wear,Refill transmission fluid,Refill transmission fluid,Multiple codes,Battery replaced 1 year ago,Fixed,Resolved
9208,Honda Pilot 2019,Battery,Clicking sound when starting,Low,Starter motor failure,Replace alternator and test battery condition,Replaced failure,P0300,Spark plugs replaced 2 years ago,Fixed,Resolved
9209,Kia Sportage 2015,Brakes,Brake noise,Medium,Worn brake pads,Resurface or replace rotors,Replaced pads,None,Brake service 1 year ago,Fixed,Resolved
9210,Hyundai Accent 2016,Battery,Car wont start,Low,Starter motor failure,Test charging system,Test charging system,P0011,Brake service 1 year ago,Fixed,Resolved
9211,Ford Explorer 2020,Transmission,Gear shift hard,High,Transmission wear,Replace clutch packs,Replaced wear,None,Oil changed 6 months ago,Fixed,Resolved
9212,Honda Insight 2023,Battery,Car wont start,Medium,Starter motor failure,Replace alternator and test battery condition,Repair in progress,Multiple codes,Regular maintenance,In Progress,Monitoring
9213,Mercedes G-Class 2022,Engine,Check engine light on,High,Timing belt failure,Replace fuel pump,Replaced failure,None,Coolant flush last year,Fixed,Resolved
9214,Hyundai Venue 2020,Battery,Battery drains fast,Low,Charging system fault,Test charging system,Test charging system,P0302,Battery replaced 1 year ago,Fixed,Resolved
9215,Honda Ridgeline 2016,Electrical,Dashboard flickering,Low,Dead battery,Check and repair loose or damaged wiring connections,Check and repair wiring,P0100,Brake service 1 year ago,Fixed,Resolved
9216,Ford Focus 2016,Battery,Battery warning light,Low,Charging system fault,Replace battery and test charging system,Replaced fault,Multiple codes,Battery replaced 1 year ago,Fixed,Resolved
9217,Hyundai Nexo 2019,Transmission,Slipping gears,High,Transmission wear,Perform transmission service and inspect for internal damage,Perform transmission service,Multiple codes,None,Fixed,Resolved
9218,Nissan Kicks 2023,Transmission,Gear grinding,Medium,Transmission solenoid,Replace transmission fluid,Replaced solenoid,Multiple codes,Brake service 1 year ago,Fixed,Resolved
9219,BMW 4 Series 2018,Engine,Engine stalling,High,Timing belt failure,Replace fuel pump,Replaced failure,None,Regular maintenance,Fixed,Resolved
9220,Chevrolet Malibu 2022,Battery,Clicking sound when starting,High,Faulty alternator,Replace battery and test charging system,Replaced alternator,None,Spark plugs replaced 2 years ago,Fixed,Resolved
9221,Ford Ranger 2017,Transmission,Gear grinding,High,Clutch pack wear,Replace clutch packs,Replaced wear,P0430,None,Fixed,Resolved
9222,Nissan Sentra 2019,Battery,Battery warning light,Low,Faulty alternator,Replace starter motor,Replaced alternator,None,Spark plugs replaced 2 years ago,Fixed,Resolved
9223,Kia Telluride 2015,Electrical,Dashboard flickering,Medium,Loose wiring,Secure and repair connections,Secure and repair connections,P0300,Regular maintenance,Fixed,Resolved
9224,Chevrolet Blazer 2020,Engine,Engine misfire,High,Timing belt failure,Replace fuel pump,Replaced failure,None,Coolant flush last year,Fixed,Resolved
9225,Honda Odyssey 2022,Transmission,Gear grinding,Medium,Transmission fluid thick,Perform transmission service and inspect for internal damage,Perform transmission service,P0200,Coolant flush last year,Fixed,Resolved
9226,Chevrolet Traverse 2021,Engine,Check engine light on,High,Timing belt failure,Replace timing belt,Replaced failure,None,None,Fixed,Resolved
9227,Nissan Frontier 2020,Brakes,Squealing brakes,High,Worn master cylinder,Replace brake pads and resurface rotors,Replaced cylinder,P0101,Regular maintenance,Fixed,Resolved
9228,Hyundai Elantra 2018,Electrical,Battery drains fast,Low,Window regulator motor,Replace battery and test charging system,Replaced motor,None,Coolant flush last year,Fixed,Resolved
9229,Toyota Camry 2015,Brakes,Brake pedal hard,High,Worn master cylinder,Refill brake fluid,Refill brake fluid,P0011,Transmission service 2 years ago,Fixed,Resolved
9230,Mercedes GLB 2023,Brakes,Brake pedal hard,Medium,Worn brake pads,Resurface or replace rotors,Replaced pads,None,Transmission service 2 years ago,Fixed,Resolved
9231,Nissan Altima 2016,Engine,Engine overheating,High,Timing belt failure,Replace spark plugs,Replaced failure,None,Regular maintenance,Fixed,Resolved
9232,Chevrolet Silverado 2016,Brakes,Brake pedal hard,High,Worn master cylinder,Replace brake master cylinder and bleed brake system,Replaced cylinder,None,Coolant flush last year,Fixed,Resolved
9233,BMW 4 Series 2017,Battery,Battery drains fast,Low,Charging system fault,Replace starter motor,Replaced fault,P0300,Regular maintenance,Fixed,Resolved
9234,Ford Escape 2019,Transmission,Transmission overheating,High,Transmission fluid thick,Replace clutch packs,Replaced thick,None,Brake service 1 year ago,Fixed,Resolved
9235,Nissan Armada 2019,Transmission,Transmission overheating,Medium,Transmission fluid thick,Replace solenoid pack,Replaced thick,None,Spark plugs replaced 2 years ago,Fixed,Resolved
9236,Chevrolet Colorado 2021,Electrical,Dashboard flickering,Low,Faulty alternator,Replace battery and test charging system,Replaced alternator,P0010,Oil changed 6 months ago,Fixed,Resolved
9237,Mercedes GLB 2022,Engine,Check engine light on,High,Ignition coil failure,Replace timing belt,Pending replace timing belt,P0011,Regular maintenance,Not Fixed,Unresolved
9238,Honda Fit 2023,Battery,Car wont start,Medium,Faulty alternator,Replace battery and test charging system,Replaced alternator,P0430,Coolant flush last year,Fixed,Resolved
9239,Nissan Kicks 2020,Brakes,Squealing brakes,High,Worn master cylinder,Replace brake master cylinder and bleed brake system,Replaced cylinder,Multiple codes,Oil changed 6 months ago,Fixed,Resolved
9240,Mercedes E-Class 2018,Electrical,Headlights flicker,Medium,Faulty alternator,Check and repair loose or damaged wiring connections,Check and repair wiring,P0300,Spark plugs replaced 2 years ago,Fixed,Resolved
